,time,x,y
400,2021-12-20 00:55:46.957883,1.0,1.0
401,2021-12-20 00:55:47.126641,1.0,2.0
402,2021-12-20 00:55:47.275086,2.0,2.0
403,2021-12-20 00:55:47.437623,1.0,1.0
404,2021-12-20 00:55:47.610100,1.0,2.0
405,2021-12-20 00:55:47.782855,1.0,1.0
406,2021-12-20 00:55:47.929289,1.0,1.0
407,2021-12-20 00:55:48.090828,1.0,1.0
408,2021-12-20 00:55:48.250082,0.0,2.0
409,2021-12-20 00:55:48.401644,1.0,1.0
410,2021-12-20 00:55:48.595706,0.0,1.0
411,2021-12-20 00:55:48.748075,1.0,1.0
412,2021-12-20 00:55:48.893237,1.0,2.0
413,2021-12-20 00:55:49.059031,1.0,2.0
414,2021-12-20 00:55:49.202871,0.0,1.0
415,2021-12-20 00:55:49.369440,1.0,2.0
416,2021-12-20 00:55:49.538856,2.0,2.0
417,2021-12-20 00:55:49.683655,1.0,2.0
418,2021-12-20 00:55:49.851869,1.0,0.0
419,2021-12-20 00:55:49.994061,1.0,2.0
420,2021-12-20 00:55:50.131650,2.0,2.0
421,2021-12-20 00:55:50.269175,1.0,1.0
422,2021-12-20 00:55:50.434852,2.0,2.0
423,2021-12-20 00:55:50.574868,2.0,2.0
424,2021-12-20 00:55:50.720322,2.0,1.0
425,2021-12-20 00:55:50.882308,2.0,1.0
426,2021-12-20 00:55:51.030801,2.0,1.0
427,2021-12-20 00:55:51.192491,1.0,1.0
428,2021-12-20 00:55:51.332098,1.0,1.0
429,2021-12-20 00:55:51.500899,1.0,1.0
430,2021-12-20 00:55:51.672199,1.0,1.0
431,2021-12-20 00:55:51.823686,1.0,1.0
432,2021-12-20 00:55:51.986939,1.0,1.0
433,2021-12-20 00:55:52.158448,1.0,1.0
434,2021-12-20 00:55:52.333311,1.0,2.0
435,2021-12-20 00:55:52.501091,2.0,1.0
436,2021-12-20 00:55:52.672527,2.0,2.0
437,2021-12-20 00:55:52.847008,1.0,1.0
438,2021-12-20 00:55:52.988718,0.0,2.0
439,2021-12-20 00:55:53.171678,2.0,2.0
440,2021-12-20 00:55:53.329244,2.0,2.0
441,2021-12-20 00:55:53.472085,1.0,2.0
442,2021-12-20 00:55:53.610418,1.0,2.0
443,2021-12-20 00:55:53.776123,1.0,2.0
444,2021-12-20 00:55:53.921061,2.0,2.0
445,2021-12-20 00:55:54.088120,1.0,0.0
446,2021-12-20 00:55:54.237437,2.0,2.0
447,2021-12-20 00:55:54.399452,1.0,2.0
448,2021-12-20 00:55:54.540551,2.0,2.0
449,2021-12-20 00:55:54.709015,2.0,2.0
450,2021-12-20 00:55:54.850911,2.0,2.0
451,2021-12-20 00:55:55.018107,2.0,2.0
452,2021-12-20 00:55:55.161872,1.0,2.0
453,2021-12-20 00:55:55.336253,1.0,1.0
454,2021-12-20 00:55:55.570958,1.0,1.0
455,2021-12-20 00:55:55.807059,1.0,2.0
456,2021-12-20 00:55:55.987362,1.0,1.0
457,2021-12-20 00:55:56.210027,2.0,2.0
458,2021-12-20 00:55:56.396368,2.0,2.0
459,2021-12-20 00:55:56.576521,2.0,2.0
460,2021-12-20 00:55:56.747533,2.0,2.0
461,2021-12-20 00:55:56.951026,2.0,2.0
462,2021-12-20 00:55:57.119324,1.0,2.0
463,2021-12-20 00:55:57.272185,1.0,2.0
464,2021-12-20 00:55:57.459848,1.0,2.0
465,2021-12-20 00:55:57.637860,1.0,2.0
466,2021-12-20 00:55:57.783854,1.0,1.0
